pixel_feature_index,importance
1252,0.00043550738336948786
189,0.00043529457500608146
1848,0.00043513977555237907
198,0.00043481822939803915
1972,0.0004346813450657201
175,0.00043445065185944085
900,0.0004342199251519342
1456,0.00043335083727167776
2177,0.0004333426593402389
82,0.0004331630022946833
153,0.00043278760019866157
164,0.0004326931157258533
837,0.0004324375951352676
1263,0.000432401609345198
775,0.0004323887907740752
1069,0.0004323663533485014
763,0.0004321960270304387
2010,0.000432119516549964
660,0.0004318204590655941
1423,0.00043174113313659764
1729,0.00043167621816541903
264,0.0004315101768423584
268,0.00043134809062205805
330,0.00043100114836609087
989,0.0004308223339264424
516,0.00043072114973183583
2197,0.00043070561205355007
1795,0.0004306452472383788
257,0.00043047915143860303
1270,0.0004304360555443192
2263,0.00043020288924482
1071,0.00042972164938347336
1650,0.00042970881459134544
1836,0.00042969330321424227
772,0.00042966277072174904
1153,0.0004296243545484609
810,0.0004296218948125936
2166,0.0004295403293962948
467,0.0004295305394955397
1767,0.0004295182247035895
136,0.0004294610751397351
1497,0.00042937081156028863
26,0.00042931975791052205
461,0.0004289709674611387
107,0.00042885686276589586
1017,0.0004284861360848011
490,0.00042841212650944645
1657,0.00042820138573927355
2336,0.0004278821268638833
1649,0.0004276829393315319
1520,0.000427675065596375
498,0.00042759762673428415
79,0.0004265566228353298
80,0.0004258010888754571
1425,0.000425796672351837
1871,0.0004257758048849145
1822,0.00042570189059846743
1957,0.00042567639485614165
1713,0.0004256285672047154
194,0.0004254542719854851
441,0.00042544551832253327
1119,0.0004252858114784187
1279,0.00042505997065901376
733,0.0004249006037832433
2308,0.0004248180056236983
922,0.0004247244203806035
868,0.0004246802997377789
2036,0.00042464639877824544
1956,0.00042450511147250694
2085,0.0004244247452144359
597,0.0004243968948189578
1926,0.000424358138363757
1733,0.00042434688348180896
891,0.0004242021061572954
2108,0.00042417940476905395
954,0.00042411582536761467
269,0.0004240217102627591
62,0.00042384212649287386
1032,0.00042353086099515216
535,0.0004234614641215782
1504,0.0004229383911791052
456,0.00042262118606260356
1712,0.00042260955054453775
1915,0.000422520474480103
345,0.0004224824473105996
1651,0.00042239261893136867
623,0.00042222161673454025
